checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,60,delayed previously,radio/tv,15653,<100,4<=X<7,2,male single,none,4,car,21,stores,own,2,skilled,1,yes,yes,good
<0,6,existing paid,radio/tv,2647,500<=X<10000,1<=X<4,2,male single,none,3,real estate,44,stores,rent,1,unskilled resident,2,none,yes,good
0<=X<200,12,existing paid,radio/tv,2930,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
no checking,36,existing paid,used car,8133,<100,1<=X<4,1,female div/dep/mar,none,2,life insurance,30,bank,own,1,skilled,1,none,yes,good
no checking,24,existing paid,used car,5433,no known savings,unemployed,2,female div/dep/mar,none,4,life insurance,26,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,18,existing paid,education,1239,no known savings,1<=X<4,4,male single,none,4,no known property,61,stores,for free,1,skilled,1,none,yes,good
no checking,24,critical/order existing credit,radio/tv,4139,no known savings,1<=X<4,3,male single,none,3,life insurance,29,stores,own,2,unskilled resident,1,yes,yes,good
no checking,12,critical/order existing credit,furniture/equipment,1592,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,35,stores,own,1,skilled,1,none,no,good
<0,12,existing paid,furniture/equipment,2578,<100,unemployed,3,female div/dep/mar,none,4,no known property,55,stores,for free,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,20,delayed previously,used car,7057,no known savings,4<=X<7,3,male single,none,4,life insurance,36,bank,rent,2,skilled,2,yes,yes,good
0<=X<200,9,existing paid,new car,1549,no known savings,<1,4,male single,none,2,real estate,35,stores,own,1,unemp/unskilled non res,1,none,yes,good
no checking,24,delayed previously,used car,4679,<100,4<=X<7,3,male single,none,3,car,35,stores,own,2,unskilled resident,1,yes,yes,good
no checking,48,critical/order existing credit,radio/tv,3578,no known savings,>=7,4,male single,none,1,real estate,47,stores,own,1,skilled,1,yes,yes,good
0<=X<200,18,critical/order existing credit,furniture/equipment,3612,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,stores,own,1,skilled,1,yes,yes,good
<0,18,no credits/all paid,business,3104,<100,4<=X<7,3,male single,none,1,life insurance,31,bank,own,1,skilled,1,yes,yes,good
no checking,20,critical/order existing credit,new car,3485,no known savings,<1,2,male div/sep,none,4,real estate,44,stores,own,1,skilled,1,yes,yes,good
0<=X<200,30,critical/order existing credit,new car,2181,no known savings,>=7,4,male single,none,4,real estate,36,stores,own,2,skilled,1,none,yes,good
no checking,10,existing paid,new car,1546,<100,1<=X<4,3,male single,none,2,real estate,31,stores,own,1,unskilled resident,2,none,no,good
no checking,24,critical/order existing credit,furniture/equipment,3777,>=1000,1<=X<4,4,male single,none,4,real estate,50,stores,own,1,skilled,1,yes,yes,good
0<=X<200,6,existing paid,repairs,454,<100,<1,3,male mar/wid,none,1,life insurance,22,stores,own,1,unskilled resident,1,none,yes,good
<0,48,existing paid,education,7476,<100,4<=X<7,4,male single,none,1,no known property,50,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,14,existing paid,business,1410,500<=X<10000,>=7,1,male mar/wid,none,2,real estate,35,stores,own,1,skilled,1,yes,yes,good
no checking,24,critical/order existing credit,furniture/equipment,5150,<100,>=7,4,male single,none,4,car,33,stores,own,1,skilled,1,yes,yes,good
no checking,10,existing paid,new car,1287,no known savings,>=7,4,male single,co applicant,2,life insurance,45,stores,own,1,unskilled resident,1,none,no,good
<0,24,existing paid,furniture/equipment,4020,<100,1<=X<4,2,male single,none,2,car,27,stores,own,1,skilled,1,none,yes,good
<0,18,existing paid,furniture/equipment,2659,>=1000,1<=X<4,4,male single,none,2,car,28,stores,own,1,skilled,1,none,yes,good
no checking,9,critical/order existing credit,new car,2134,<100,1<=X<4,4,male single,none,4,car,48,stores,own,3,skilled,1,yes,yes,good
no checking,12,critical/order existing credit,radio/tv,1240,no known savings,>=7,4,male single,none,2,real estate,38,stores,own,2,skilled,1,yes,yes,good
<0,39,critical/order existing credit,furniture/equipment,14179,no known savings,4<=X<7,4,male single,none,4,life insurance,30,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,48,existing paid,education,7476,<100,4<=X<7,4,male single,none,1,no known property,50,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,24,all paid,used car,3632,<100,1<=X<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good
no checking,36,existing paid,business,7409,no known savings,>=7,3,male single,none,2,life insurance,37,stores,own,2,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,1473,<100,<1,3,male mar/wid,none,4,real estate,39,stores,own,1,skilled,1,yes,yes,good
no checking,12,critical/order existing credit,radio/tv,1293.67,no known savings,>=7,4,female div/dep/mar,none,2,real estate,38,stores,own,2,skilled,1,yes,yes,good
no checking,48,critical/order existing credit,used car,2751,no known savings,>=7,4,male single,none,3,car,38,stores,own,2,skilled,2,yes,yes,good
0<=X<200,27,existing paid,business,2528,<100,<1,4,female div/dep/mar,none,1,life insurance,32,stores,own,1,skilled,2,yes,yes,good
<0,48,existing paid,used car,4788,<100,4<=X<7,4,male single,none,3,life insurance,26,stores,own,1,skilled,2,none,yes,good
no checking,21,critical/order existing credit,radio/tv,2241,<100,>=7,4,male single,none,2,real estate,50,stores,own,2,skilled,1,none,yes,good
no checking,6,critical/order existing credit,new car,362,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,52,stores,own,2,unskilled resident,1,none,yes,good
<0,42,existing paid,furniture/equipment,7882,<100,4<=X<7,2,male single,guarantor,4,life insurance,45,stores,for free,1,unskilled resident,2,none,yes,good
no checking,12,critical/order existing credit,furniture/equipment,1935,<100,>=7,4,male single,none,4,real estate,43,stores,own,3,skilled,1,yes,yes,good
0<=X<200,13,critical/order existing credit,radio/tv,882,<100,<1,4,male single,guarantor,4,real estate,23,stores,own,2,skilled,1,none,yes,good
no checking,24,existing paid,furniture/equipment,5511,100<=X<500,1<=X<4,4,male single,none,1,car,25,stores,own,1,skilled,1,none,yes,good
<0,15,existing paid,new car,2511,<100,unemployed,1,female div/dep/mar,none,4,car,23,stores,rent,1,skilled,1,none,yes,good
no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,male single,none,4,car,20,stores,own,1,skilled,1,none,yes,good
no checking,7,critical/order existing credit,radio/tv,730,no known savings,>=7,4,male single,none,2,life insurance,46,stores,rent,2,unskilled resident,1,yes,yes,good
no checking,9,existing paid,furniture/equipment,2292.28,100<=X<500,<1,2,female div/dep/mar,none,4,life insurance,22,stores,rent,1,skilled,1,none,yes,good
<0,15,existing paid,new car,2511,<100,unemployed,1,female div/dep/mar,none,4,car,23,stores,rent,1,skilled,1,none,yes,good
no checking,42,existing paid,radio/tv,7166,no known savings,4<=X<7,2,male mar/wid,none,4,life insurance,26,stores,rent,1,skilled,1,yes,yes,good
no checking,15,critical/order existing credit,radio/tv,1360,<100,1<=X<4,4,male single,none,2,life insurance,31,stores,own,2,skilled,1,none,yes,good
no checking,24,existing paid,radio/tv,1311,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,26,stores,own,1,skilled,1,yes,yes,good
no checking,12,critical/order existing credit,new car,682,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,car,51,stores,own,2,skilled,1,yes,yes,good
<0,18,existing paid,radio/tv,1940,<100,<1,3,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,10,critical/order existing credit,furniture/equipment,2069,no known savings,1<=X<4,2,male mar/wid,none,1,car,26,stores,own,2,skilled,1,none,no,good
no checking,21,critical/order existing credit,used car,3275,<100,>=7,1,male single,none,4,car,36,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,4,critical/order existing credit,radio/tv,1544,<100,4<=X<7,2,male single,none,1,real estate,42,stores,own,3,unskilled resident,2,none,yes,good
<0,15,existing paid,business,806,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,22,stores,own,1,unskilled resident,1,none,yes,good
no checking,24,critical/order existing credit,repairs,5507,<100,>=7,3,male single,none,4,no known property,44,stores,for free,2,skilled,1,none,yes,good
no checking,11,critical/order existing credit,radio/tv,1154,100<=X<500,unemployed,4,female div/dep/mar,none,4,real estate,57,stores,own,3,unskilled resident,1,none,yes,good
<0,12,existing paid,furniture/equipment,708,<100,1<=X<4,2,male single,guarantor,3,life insurance,38,stores,own,1,unskilled resident,2,none,yes,good
<0,15,critical/order existing credit,furniture/equipment,1433,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,25,stores,rent,2,skilled,1,none,yes,good
>=200,12,existing paid,radio/tv,1881,<100,1<=X<4,2,female div/dep/mar,none,2,car,44,stores,rent,1,unskilled resident,1,yes,yes,good
no checking,12,existing paid,radio/tv,804,500<=X<10000,>=7,4,male single,none,4,car,38,stores,own,1,skilled,1,none,yes,good
no checking,12,critical/order existing credit,business,1185,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,6,existing paid,repairs,454,<100,<1,3,male mar/wid,none,1,life insurance,22,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,24,delayed previously,new car,1965,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,42,stores,rent,2,skilled,1,yes,yes,good
>=200,18,existing paid,furniture/equipment,3049,<100,<1,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,yes,good
no checking,21,existing paid,used car,2476,no known savings,>=7,4,male single,none,4,real estate,46,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,30,critical/order existing credit,used car,6187,100<=X<500,4<=X<7,1,male mar/wid,none,4,car,24,stores,rent,2,skilled,1,none,yes,good
<0,21,existing paid,new car,3763,no known savings,4<=X<7,2,male single,co applicant,2,real estate,24,stores,own,1,unskilled resident,1,none,no,good
no checking,24,existing paid,radio/tv,3430,500<=X<10000,>=7,3,male single,none,2,car,31,stores,own,1,skilled,2,yes,yes,good
<0,6,existing paid,furniture/equipment,428,<100,>=7,2,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,new car,2255,no known savings,<1,4,male single,none,1,life insurance,54,stores,own,1,skilled,1,none,yes,good
<0,15,critical/order existing credit,furniture/equipment,975,<100,1<=X<4,2,male div/sep,guarantor,3,life insurance,25,stores,own,2,skilled,1,none,yes,good
no checking,48,delayed previously,radio/tv,12749,500<=X<10000,4<=X<7,4,male single,none,1,car,37,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,24,existing paid,furniture/equipment,3749,<100,<1,2,female div/dep/mar,none,4,car,26,stores,own,1,skilled,1,none,yes,good
0<=X<200,30,no credits/all paid,business,4221,<100,1<=X<4,2,female div/dep/mar,none,1,car,28,stores,own,2,skilled,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,2930,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
no checking,17.2,critical/order existing credit,new car,1055,<100,<1,4,female div/dep/mar,none,1,life insurance,30,stores,own,2,skilled,1,none,yes,good
no checking,10,existing paid,new car,1287,no known savings,>=7,4,male single,co applicant,2,life insurance,45,stores,own,1,unskilled resident,1,none,no,good
no checking,36,delayed previously,furniture/equipment,7678,500<=X<10000,4<=X<7,2,female div/dep/mar,none,4,car,40,stores,own,2,skilled,1,yes,yes,good
no checking,24,existing paid,used car,2679,<100,<1,4,female div/dep/mar,none,1,no known property,29,stores,own,1,skilled,1,yes,yes,good
<0,24,existing paid,used car,2812,no known savings,>=7,2,female div/dep/mar,none,4,real estate,26,stores,rent,1,skilled,1,none,yes,good
no checking,9,existing paid,education,3832,no known savings,>=7,1,male single,none,4,real estate,64,stores,own,1,unskilled resident,1,none,yes,good
no checking,18,existing paid,business,1950,<100,4<=X<7,4,male single,none,1,car,34,stores,own,2,skilled,1,yes,yes,good
0<=X<200,18,existing paid,furniture/equipment,2726.68,100<=X<500,4<=X<7,2,female div/dep/mar,none,4,real estate,40,stores,rent,1,skilled,1,none,yes,good
no checking,12,critical/order existing credit,new car,926,<100,unemployed,1,female div/dep/mar,none,2,life insurance,38,stores,own,1,unemp/unskilled non res,1,none,yes,good
no checking,27,delayed previously,used car,8613,>=1000,1<=X<4,2,male single,none,2,car,27,stores,own,2,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,1979,no known savings,>=7,4,male single,none,2,car,28,stores,own,1,skilled,1,none,yes,good
no checking,12,critical/order existing credit,furniture/equipment,1258,<100,<1,2,female div/dep/mar,none,4,life insurance,22,stores,rent,2,unskilled resident,1,none,yes,good
no checking,6,existing paid,used car,2205.33,500<=X<10000,1<=X<4,2,male single,none,4,real estate,50,stores,rent,1,skilled,1,none,yes,good
no checking,24,existing paid,furniture/equipment,2835,500<=X<10000,>=7,3,male single,none,4,life insurance,53,stores,own,1,skilled,1,none,yes,good
<0,12,critical/order existing credit,new car,2122,<100,1<=X<4,3,male single,none,2,real estate,39,stores,rent,2,unskilled resident,2,none,no,good
0<=X<200,18,existing paid,radio/tv,3213,500<=X<10000,<1,1,male mar/wid,none,3,real estate,25,stores,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,new car,7472,no known savings,unemployed,1,female div/dep/mar,none,2,real estate,24,stores,rent,1,unemp/unskilled non res,1,none,yes,good
no checking,6,existing paid,domestic appliance,1338,500<=X<10000,1<=X<4,1,male div/sep,none,4,real estate,62,stores,own,1,skilled,1,none,yes,good
no checking,6,critical/order existing credit,radio/tv,1898,no known savings,1<=X<4,1,male single,none,2,real estate,34,stores,own,2,unskilled resident,2,none,yes,good
>=200,12,existing paid,new car,1330,<100,<1,4,male single,none,1,real estate,26,stores,own,1,skilled,1,none,yes,good
no checking,9,existing paid,furniture/equipment,2301,100<=X<500,<1,2,female div/dep/mar,none,4,life insurance,22,stores,rent,1,skilled,1,none,yes,good
no checking,24,critical/order existing credit,used car,2346,<100,4<=X<7,4,male single,none,3,car,35,stores,own,2,skilled,1,yes,yes,good
0<=X<200,18,critical/order existing credit,furniture/equipment,3612,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,stores,own,1,skilled,1,yes,yes,good
no checking,6,critical/order existing credit,radio/tv,1554,<100,4<=X<7,1,female div/dep/mar,none,2,car,24,stores,rent,2,skilled,1,yes,yes,good
no checking,18,existing paid,furniture/equipment,3422,<100,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good
no checking,10,existing paid,new car,1597,<100,1<=X<4,3,male single,none,2,no known property,40,stores,rent,1,unskilled resident,2,none,no,good
no checking,6,existing paid,furniture/equipment,1543,>=1000,1<=X<4,4,male div/sep,none,2,real estate,33,stores,own,1,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,2051,<100,<1,4,male single,none,1,real estate,26,stores,own,1,skilled,1,none,yes,good
no checking,12,existing paid,radio/tv,2171,<100,<1,2,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,good
<0,39,critical/order existing credit,furniture/equipment,14179,no known savings,4<=X<7,4,male single,none,4,life insurance,30,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,30,critical/order existing credit,radio/tv,2831,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,stores,own,1,skilled,1,yes,yes,good
no checking,18,delayed previously,radio/tv,2320,<100,unemployed,2,male mar/wid,none,3,real estate,34,stores,own,2,skilled,1,none,yes,good
0<=X<200,13,existing paid,radio/tv,882,<100,<1,4,male single,guarantor,4,real estate,23,stores,own,2,skilled,1,none,yes,good
no checking,52.8,delayed previously,radio/tv,15653,<100,4<=X<7,2,male single,none,4,car,21,stores,own,2,skilled,1,yes,yes,good
<0,11,critical/order existing credit,new car,3905,<100,1<=X<4,2,male single,none,2,real estate,36,stores,rent,2,skilled,2,none,yes,good
no checking,25.1,critical/order existing credit,used car,5804,>=1000,1<=X<4,4,male single,none,2,real estate,27,stores,own,2,skilled,1,none,yes,good
no checking,6,critical/order existing credit,new car,362,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,52,stores,own,2,unskilled resident,1,none,yes,good
no checking,15,critical/order existing credit,domestic appliance,1262,500<=X<10000,4<=X<7,4,male single,none,3,life insurance,36,stores,own,2,skilled,1,yes,yes,good
no checking,7,delayed previously,radio/tv,846,no known savings,>=7,3,male single,none,4,no known property,36,stores,for free,1,skilled,1,none,yes,good
0<=X<200,10,existing paid,furniture/equipment,1521,<100,1<=X<4,4,male div/sep,none,2,car,31,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,36,delayed previously,business,9857,100<=X<500,4<=X<7,1,male single,none,3,life insurance,27,stores,own,2,unskilled resident,2,yes,yes,good
no checking,36,existing paid,business,7409,no known savings,>=7,3,male single,none,2,life insurance,37,stores,own,2,skilled,1,none,yes,good
no checking,15,existing paid,used car,3812,100<=X<500,<1,1,female div/dep/mar,none,4,car,23,stores,own,1,skilled,1,yes,yes,good
>=200,10,critical/order existing credit,new car,781,<100,>=7,4,male single,none,4,no known property,63,stores,for free,2,skilled,1,yes,yes,good
no checking,24,critical/order existing credit,furniture/equipment,3777,>=1000,1<=X<4,4,male single,none,4,real estate,50,stores,own,1,skilled,1,yes,yes,good
0<=X<200,11,critical/order existing credit,new car,1322,>=1000,1<=X<4,4,male single,none,4,car,40,stores,own,2,skilled,1,none,yes,good
0<=X<200,6,existing paid,radio/tv,590,<100,<1,3,male mar/wid,none,3,real estate,26,stores,own,1,unskilled resident,1,none,no,good
no checking,9,critical/order existing credit,new car,1224,<100,1<=X<4,3,male single,none,1,real estate,30,stores,own,2,skilled,1,none,yes,good
<0,21,existing paid,furniture/equipment,3599,<100,4<=X<7,1,female div/dep/mar,none,4,car,26,stores,rent,1,unskilled resident,1,none,yes,good
0<=X<200,21,delayed previously,new car,2353,<100,1<=X<4,1,male div/sep,none,4,life insurance,47,stores,own,2,skilled,1,none,yes,good
no checking,24,critical/order existing credit,used car,5804,>=1000,1<=X<4,4,male single,none,2,real estate,27,stores,own,2,skilled,1,none,yes,good
no checking,35.7,critical/order existing credit,used car,11054,no known savings,1<=X<4,4,male single,none,2,car,30,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,36,existing paid,business,7409,no known savings,>=7,3,male single,none,2,life insurance,37,stores,own,2,skilled,1,none,yes,good
0<=X<200,30,existing paid,radio/tv,1715,no known savings,1<=X<4,4,female div/dep/mar,none,1,car,26,stores,own,1,skilled,1,none,yes,good
<0,15,existing paid,furniture/equipment,2221,500<=X<10000,1<=X<4,2,female div/dep/mar,none,4,car,20,stores,rent,1,skilled,1,none,yes,good
no checking,15,all paid,radio/tv,1569,no known savings,>=7,4,male single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes,good
no checking,6,existing paid,radio/tv,1346,100<=X<500,>=7,2,male single,none,4,no known property,42,bank,for free,1,skilled,2,yes,yes,good
no checking,36,existing paid,radio/tv,3835,no known savings,>=7,2,female div/dep/mar,none,4,real estate,45,stores,own,1,unskilled resident,1,yes,yes,good
no checking,18,critical/order existing credit,radio/tv,1169,no known savings,1<=X<4,4,male single,none,3,life insurance,29,stores,own,2,skilled,1,yes,yes,good
<0,6,critical/order existing credit,furniture/equipment,1872,<100,unemployed,4,male single,none,4,no known property,36,stores,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
no checking,10,critical/order existing credit,new car,1231,<100,>=7,3,male single,none,4,real estate,32,stores,own,2,unskilled resident,2,none,yes,good
<0,12,delayed previously,new car,1344,<100,1<=X<4,4,male single,none,2,real estate,43,stores,own,2,unskilled resident,2,none,yes,good
0<=X<200,48,all paid,business,3566,100<=X<500,4<=X<7,4,male single,none,2,car,30,stores,own,1,skilled,1,none,yes,good
0<=X<200,45,critical/order existing credit,used car,4576,100<=X<500,unemployed,3,male single,none,2,car,27,stores,own,1,skilled,1,none,yes,good
0<=X<200,48,all paid,new car,12169,no known savings,unemployed,4,male single,co applicant,4,no known property,36,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,36,critical/order existing credit,used car,11054,no known savings,1<=X<4,4,male single,none,2,car,30,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,36,existing paid,radio/tv,3835,no known savings,>=7,2,female div/dep/mar,none,4,real estate,45,stores,own,1,unskilled resident,1,yes,yes,good
no checking,10,existing paid,used car,2848,100<=X<500,1<=X<4,1,male single,co applicant,2,real estate,32,stores,own,1,skilled,2,none,yes,good
no checking,24,critical/order existing credit,other,6314,<100,unemployed,4,male single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,8,existing paid,radio/tv,1414,<100,1<=X<4,4,male single,guarantor,2,real estate,33,stores,own,1,skilled,1,none,no,good
0<=X<200,12,critical/order existing credit,new car,1995,100<=X<500,<1,4,male single,none,1,car,27,stores,own,1,skilled,1,none,yes,good
0<=X<200,48,all paid,business,3566,100<=X<500,4<=X<7,4,male single,none,2,car,30,stores,own,1,skilled,1,none,yes,good
no checking,48,critical/order existing credit,used car,2751,no known savings,>=7,4,male single,none,3,car,38,stores,own,2,skilled,2,yes,yes,good
no checking,12,critical/order existing credit,radio/tv,1495,<100,>=7,4,male single,none,1,real estate,38,stores,own,2,unskilled resident,2,none,yes,good
<0,36,existing paid,furniture/equipment,5371,<100,1<=X<4,3,male single,guarantor,2,life insurance,28,stores,own,2,skilled,1,none,yes,good
no checking,36,existing paid,radio/tv,3595,<100,>=7,4,male single,none,2,car,28,stores,own,1,skilled,1,none,yes,good
no checking,12,existing paid,radio/tv,2279,no known savings,1<=X<4,4,male single,none,4,no known property,37,stores,for free,1,skilled,1,yes,yes,good
no checking,9,existing paid,business,1449,<100,4<=X<7,3,female div/dep/mar,none,2,car,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,27,delayed previously,used car,5965,<100,>=7,1,male single,none,2,car,30,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,60,delayed previously,radio/tv,9157,no known savings,1<=X<4,2,male single,none,2,no known property,27,stores,for free,1,high qualif/self emp/mgmt,1,none,yes,good
<0,6,critical/order existing credit,new car,666,>=1000,4<=X<7,3,female div/dep/mar,none,4,real estate,39,stores,own,2,unskilled resident,1,yes,yes,good
no checking,18,critical/order existing credit,radio/tv,1169,no known savings,1<=X<4,4,male single,none,3,life insurance,29,stores,own,2,skilled,1,yes,yes,good
no checking,24,existing paid,new car,7393,<100,1<=X<4,1,male single,none,4,life insurance,43,stores,own,1,unskilled resident,2,none,yes,good
>=200,18,existing paid,furniture/equipment,3049,<100,<1,1,female div/dep/mar,none,1,life insurance,45,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,1092,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,49,stores,own,2,skilled,1,yes,yes,good
no checking,4,critical/order existing credit,new car,3380,<100,4<=X<7,1,female div/dep/mar,none,1,real estate,37,stores,own,1,skilled,2,none,yes,good
no checking,33,delayed previously,business,2764,<100,1<=X<4,2,female div/dep/mar,none,2,car,26,stores,own,2,skilled,1,yes,yes,good
<0,12,critical/order existing credit,radio/tv,385,<100,4<=X<7,4,female div/dep/mar,none,3,real estate,58,stores,own,4,unskilled resident,1,yes,yes,good
no checking,15,existing paid,new car,3186,>=1000,1<=X<4,2,female div/dep/mar,none,3,car,20,stores,rent,1,skilled,1,none,yes,good
no checking,24,critical/order existing credit,radio/tv,2223,100<=X<500,>=7,4,male single,none,4,life insurance,52,bank,own,2,skilled,1,none,yes,good
>=200,18,all paid,radio/tv,1445,no known savings,4<=X<7,4,male single,none,4,car,49,bank,own,1,unskilled resident,1,none,yes,good
<0,6,existing paid,furniture/equipment,428,<100,>=7,2,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,good
no checking,30,critical/order existing credit,radio/tv,3077,no known savings,>=7,3,male single,none,2,car,40,stores,own,2,skilled,2,yes,yes,good
0<=X<200,18,existing paid,used car,2779,<100,1<=X<4,1,male mar/wid,none,3,car,21,stores,rent,1,skilled,1,yes,yes,good
no checking,4,critical/order existing credit,new car,1455,<100,4<=X<7,2,male single,none,1,real estate,42,stores,own,3,unskilled resident,2,none,yes,good
<0,12,existing paid,furniture/equipment,1262,no known savings,>=7,2,male div/sep,none,4,life insurance,49,stores,own,1,unskilled resident,1,yes,yes,good
0<=X<200,15,existing paid,radio/tv,1444,no known savings,<1,4,male single,none,1,life insurance,23,stores,own,1,skilled,1,none,yes,good
no checking,6,delayed previously,business,1743,100<=X<500,1<=X<4,1,male single,none,2,real estate,34,stores,own,2,unskilled resident,1,none,yes,good
no checking,21,existing paid,radio/tv,3160,no known savings,>=7,4,male single,none,3,life insurance,41,stores,own,1,skilled,1,yes,yes,good
>=200,10,critical/order existing credit,radio/tv,1347,no known savings,4<=X<7,4,male single,none,2,life insurance,27,stores,own,2,skilled,1,yes,yes,good
no checking,24,delayed previously,new car,717,no known savings,>=7,4,male mar/wid,none,4,car,54,stores,own,2,skilled,1,yes,yes,good
no checking,12,critical/order existing credit,new car,682,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,car,51,stores,own,2,skilled,1,yes,yes,good
no checking,15,existing paid,radio/tv,1386,no known savings,1<=X<4,4,male mar/wid,none,2,real estate,40,stores,rent,1,skilled,1,yes,yes,good
no checking,27,delayed previously,used car,8613,>=1000,1<=X<4,2,male single,none,2,car,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,12,existing paid,new car,4774.92,<100,4<=X<7,2,male single,none,2,car,32,stores,own,1,skilled,1,none,yes,good
<0,24,existing paid,furniture/equipment,3149,<100,<1,4,male single,none,1,no known property,22,stores,for free,1,skilled,1,none,yes,good
<0,21,existing paid,new car,3763,no known savings,4<=X<7,2,male single,co applicant,2,real estate,24,stores,own,1,unskilled resident,1,none,no,good
no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,male single,none,4,car,20,stores,own,1,skilled,1,none,yes,good
<0,9,existing paid,radio/tv,1792.78,<100,4<=X<7,3,male single,none,4,real estate,59,stores,own,1,skilled,1,none,yes,good
no checking,30,critical/order existing credit,radio/tv,2831,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,stores,own,1,skilled,1,yes,yes,good
no checking,24,critical/order existing credit,radio/tv,5103,<100,<1,3,male mar/wid,none,4,no known property,47,stores,for free,3,skilled,1,yes,yes,good
0<=X<200,18,existing paid,business,2622,100<=X<500,1<=X<4,4,male single,none,4,car,34,stores,own,1,skilled,1,none,yes,good
no checking,6,existing paid,radio/tv,2108,<100,4<=X<7,2,male mar/wid,none,2,real estate,29,stores,rent,1,skilled,1,none,yes,good
<0,24,existing paid,used car,2924,<100,1<=X<4,3,male single,guarantor,4,no known property,63,bank,own,1,skilled,2,yes,yes,good
no checking,12,critical/order existing credit,new car,958,<100,4<=X<7,2,male single,none,3,real estate,47,stores,own,2,unskilled resident,2,none,yes,good
0<=X<200,10,existing paid,furniture/equipment,1521,<100,1<=X<4,4,male div/sep,none,2,car,31,stores,own,1,unskilled resident,1,none,yes,good
no checking,4,critical/order existing credit,new car,3380,<100,4<=X<7,1,female div/dep/mar,none,1,real estate,37,stores,own,1,skilled,2,none,yes,good
<0,36,existing paid,other,15857,<100,unemployed,2,male div/sep,co applicant,3,car,43,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,60,existing paid,radio/tv,10144,100<=X<500,4<=X<7,2,female div/dep/mar,none,4,real estate,21,stores,own,1,skilled,1,yes,yes,good
