checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,18,delayed previously,radio/tv,2320,<100,unemployed,2,male mar/wid,none,3,real estate,34,stores,own,2,skilled,1,none,yes,good
0<=X<200,6,existing paid,radio/tv,484,<100,4<=X<7,3,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,NA,good
<0,NA,existing paid,furniture/equipment,1262,no known savings,>=7,2,male div/sep,none,4,life insurance,49,stores,own,1,unskilled resident,1,yes,yes,good
0<=X<200,18,delayed previously,repairs,6204,<100,1<=X<4,2,male single,none,4,real estate,44,stores,own,1,unskilled resident,2,yes,yes,good
0<=X<200,15,existing paid,radio/tv,1444,no known savings,<1,NA,male single,none,1,life insurance,23,stores,own,1,skilled,1,none,yes,good
<0,12,existing paid,education,1200,no known savings,1<=X<4,4,female div/dep/mar,none,4,life insurance,23,bank,rent,1,skilled,1,yes,yes,good
no checking,6,delayed previously,business,1743,100<=X<500,1<=X<4,1,male single,none,2,real estate,34,NA,own,2,unskilled resident,1,none,NA,good
no checking,21,existing paid,radio/tv,3160,no known savings,>=7,4,male single,none,3,NA,41,stores,own,1,skilled,1,yes,yes,good
<0,12,delayed previously,new car,1344,<100,1<=X<4,4,male single,none,2,real estate,43,stores,own,2,unskilled resident,2,none,yes,good
>=200,10,critical/order existing credit,radio/tv,1347,no known savings,4<=X<7,4,male single,NA,2,life insurance,27,stores,own,2,skilled,1,yes,yes,good
no checking,24,critical/order existing credit,radio/tv,2424,no known savings,>=7,4,male single,none,4,life insurance,53,stores,own,2,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,1505,<100,1<=X<4,4,male single,none,2,no known property,32,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,24,delayed previously,new car,717,no known savings,>=7,4,NA,none,4,car,54,stores,own,NA,skilled,1,yes,yes,good
0<=X<200,21,critical/order existing credit,business,3652,<100,4<=X<7,2,male single,none,3,life insurance,27,stores,own,2,skilled,1,none,yes,good
no checking,12,critical/order existing credit,new car,682,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,car,51,stores,NA,2,skilled,1,yes,yes,good
no checking,9,critical/order existing credit,radio/tv,3074,no known savings,1<=X<4,1,male single,none,2,real estate,33,stores,own,2,skilled,2,none,yes,good
no checking,15,existing paid,radio/tv,1386,no known savings,1<=X<4,NA,male mar/wid,none,2,real estate,40,stores,rent,1,skilled,NA,yes,yes,good
no checking,27,delayed previously,used car,8613,>=1000,1<=X<4,NA,male single,none,2,car,27,stores,own,2,skilled,1,NA,yes,good
<0,18,critical/order existing credit,new car,5302,<100,>=7,2,male single,none,4,no known property,36,stores,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,18,critical/order existing credit,radio/tv,1795,<100,>=7,3,female div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes,good
0<=X<200,12,existing paid,new car,NA,<100,4<=X<7,2,male single,none,2,car,32,stores,own,1,skilled,1,none,yes,good
no checking,6,existing paid,used car,1236,500<=X<10000,1<=X<4,2,male single,none,4,life insurance,50,stores,rent,1,skilled,1,none,yes,good
no checking,48,critical/order existing credit,radio/tv,3578,no known savings,>=7,4,male single,none,1,real estate,47,stores,own,1,skilled,1,yes,yes,good
no checking,36,critical/order existing credit,business,6304,no known savings,>=7,4,male single,none,4,real estate,36,stores,own,2,skilled,1,none,yes,good
>=200,12,existing paid,radio/tv,1881,<100,1<=X<4,2,female div/dep/mar,none,2,car,44,stores,rent,1,unskilled resident,1,yes,yes,good
0<=X<200,12,critical/order existing credit,used car,1860,<100,unemployed,4,male single,none,2,car,34,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,24,delayed previously,business,3863,<100,1<=X<4,1,male single,none,2,no known property,32,stores,for free,1,skilled,1,none,yes,good
no checking,12,critical/order existing credit,furniture/equipment,1402,500<=X<10000,4<=X<7,3,female div/dep/mar,none,4,car,37,stores,rent,1,skilled,1,yes,yes,good
<0,6,critical/order existing credit,radio/tv,1169,no known savings,>=7,4,male single,none,4,real estate,67,stores,own,2,skilled,1,yes,yes,good
no checking,30,critical/order existing credit,radio/tv,5954,<100,4<=X<7,3,male single,co applicant,2,car,38,stores,own,1,skilled,1,none,yes,good
no checking,24,critical/order existing credit,repairs,5507,<100,>=7,3,male single,none,4,no known property,44,stores,for free,2,skilled,1,none,yes,good
<0,24,existing paid,furniture/equipment,3149,<100,<1,4,male single,none,1,no known property,22,NA,for free,1,skilled,1,none,yes,good
no checking,6,critical/order existing credit,new car,250,>=1000,1<=X<4,2,female div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,good
<0,21,existing paid,new car,3763,no known savings,4<=X<7,2,NA,co applicant,2,real estate,24,stores,own,1,unskilled resident,NA,none,no,good
no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,male single,none,4,car,20,stores,own,1,skilled,1,NA,yes,good
<0,9,existing paid,radio/tv,NA,<100,4<=X<7,3,male single,none,4,real estate,59,stores,own,1,skilled,1,none,yes,good
<0,9,critical/order existing credit,new car,2799,<100,1<=X<4,2,male single,none,2,real estate,36,stores,rent,2,skilled,2,none,yes,good
no checking,30,critical/order existing credit,radio/tv,2831,<100,1<=X<4,NA,female div/dep/mar,none,2,car,33,stores,own,1,skilled,1,NA,yes,good
no checking,24,critical/order existing credit,radio/tv,5103,<100,<1,3,male mar/wid,none,NA,no known property,47,stores,for free,3,skilled,1,yes,yes,good
0<=X<200,18,existing paid,business,2622,100<=X<500,1<=X<4,4,male single,none,4,car,NA,stores,own,1,skilled,1,none,yes,good
no checking,6,existing paid,radio/tv,2108,<100,4<=X<7,2,male mar/wid,none,2,real estate,NA,stores,rent,1,skilled,1,none,yes,good
no checking,24,delayed previously,business,2375,500<=X<10000,1<=X<4,4,male single,none,2,car,44,stores,own,2,skilled,2,yes,yes,good
>=200,12,delayed previously,new car,2247,<100,1<=X<4,2,female div/dep/mar,none,2,car,36,,own,2,skilled,1,yes,yes,good
<0,24,existing paid,used car,2924,<100,1<=X<4,3,NA,guarantor,NA,no known property,63,bank,own,1,skilled,2,yes,yes,good
NA,12,critical/order existing credit,new car,958,<100,NA,2,male single,none,3,real estate,47,stores,own,2,unskilled resident,2,none,yes,good
0<=X<200,10,existing paid,furniture/equipment,1521,<100,NA,4,male div/sep,none,2,car,31,stores,own,1,unskilled resident,1,none,yes,good
no checking,4,critical/order existing credit,new car,3380,NA,4<=X<7,1,female div/dep/mar,none,1,real estate,37,stores,own,1,skilled,2,none,yes,good
0<=X<200,12,existing paid,furniture/equipment,3017,<100,<1,3,female div/dep/mar,none,1,real estate,34,stores,rent,1,high qualif/self emp/mgmt,1,none,yes,good
NA,36,existing paid,other,15857,<100,unemployed,2,male div/sep,co applicant,3,car,43,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,9,existing paid,new car,1549,no known savings,<1,4,male single,none,2,real estate,35,stores,own,1,unemp/unskilled non res,1,none,yes,good
no checking,24,existing paid,new car,1469,100<=X<500,>=7,4,male mar/wid,none,4,real estate,41,stores,rent,1,unskilled resident,1,none,yes,good
no checking,12,critical/order existing credit,business,1185,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,48,all paid,business,3566,100<=X<500,4<=X<7,4,male single,none,2,car,30,stores,own,1,skilled,1,none,yes,good
no checking,24,delayed previously,furniture/equipment,4151,100<=X<500,1<=X<4,2,male single,none,3,life insurance,35,stores,own,2,skilled,1,none,yes,good
no checking,12,critical/order existing credit,education,2748,<100,>=7,2,female div/dep/mar,none,4,no known property,57,bank,for free,3,unskilled resident,1,none,yes,good
no checking,12,critical/order existing credit,business,1412,<100,1<=X<4,4,female div/dep/mar,guarantor,2,real estate,29,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,6,existing paid,education,1538,<100,<1,1,female div/dep/mar,none,2,no known property,56,stores,own,1,skilled,1,none,yes,good
NA,60,existing paid,radio/tv,10144,100<=X<500,4<=X<7,2,female div/dep/mar,none,4,real estate,21,stores,own,1,skilled,1,yes,yes,good
no checking,36,critical/order existing credit,new car,3535,<100,4<=X<7,4,male single,none,4,car,37,stores,own,2,skilled,1,yes,yes,good
no checking,6,existing paid,furniture/equipment,2978,500<=X<10000,NA,1,male single,NA,2,car,32,stores,own,1,skilled,1,yes,yes,good
<0,48,existing paid,education,7476,<100,4<=X<7,4,male single,none,1,no known property,50,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,39,existing paid,used car,8588,100<=X<500,>=7,4,male single,none,2,car,45,stores,own,1,high qualif/self emp/mgmt,1,yes,NA,good
no checking,6,all paid,new car,783,no known savings,1<=X<4,1,male single,guarantor,2,NA,26,,NA,1,unskilled resident,2,none,yes,good
<0,12,existing paid,furniture/equipment,1289,<100,1<=X<4,4,male single,guarantor,1,life insurance,21,stores,own,1,unskilled resident,1,none,yes,good
no checking,24,existing paid,radio/tv,2284,<100,4<=X<7,4,male single,none,2,car,28,stores,own,1,skilled,1,yes,yes,good
no checking,6,delayed previously,radio/tv,932,NA,1<=X<4,3,female div/dep/mar,none,2,real estate,24,stores,own,1,skilled,1,none,yes,good
no checking,10,critical/order existing credit,furniture/equipment,2146,<100,<1,1,NA,none,3,real estate,23,stores,rent,2,skilled,1,none,yes,good
0<=X<200,6,existing paid,repairs,454,<100,<1,3,male mar/wid,none,1,life insurance,22,stores,own,1,unskilled resident,1,none,yes,good
<0,6,critical/order existing credit,furniture/equipment,1872,<100,unemployed,4,male single,none,4,no known property,36,stores,for free,3,high qualif/self emp/mgmt,1,yes,yes,good
no checking,9,existing paid,new car,2507,500<=X<10000,>=7,2,male single,none,4,no known property,51,stores,for free,1,unskilled resident,1,none,yes,good
no checking,18,existing paid,business,1950,<100,4<=X<7,4,male single,none,1,car,34,,own,2,skilled,1,yes,yes,good
no checking,10,critical/order existing credit,new car,1231,<100,>=7,3,male single,none,4,NA,32,stores,own,2,unskilled resident,2,none,no,good
no checking,24,NA,used car,2346,<100,4<=X<7,4,male single,none,3,car,35,stores,own,2,skilled,1,yes,yes,good
no checking,9,existing paid,business,1449,<100,4<=X<7,3,female div/dep/mar,none,2,car,27,stores,own,2,skilled,1,none,yes,good
<0,15,existing paid,new car,1721,<100,<1,2,male single,none,3,real estate,36,stores,own,1,skilled,1,none,yes,good
0<=X<200,18,critical/order existing credit,furniture/equipment,3612,<100,>=7,3,female div/dep/mar,none,4,life insurance,37,NA,own,1,skilled,1,yes,yes,good
<0,15,existing paid,new car,2511,<100,unemployed,1,female div/dep/mar,none,4,car,23,stores,rent,1,skilled,1,none,yes,good
>=200,36,existing paid,radio/tv,4473,<100,>=7,4,male single,none,2,car,31,stores,own,1,skilled,1,none,yes,good
<0,12,existing paid,new car,3651,>=1000,1<=X<4,1,male single,none,3,life insurance,31,stores,own,1,skilled,2,none,yes,good
no checking,10,existing paid,new car,1546,<100,1<=X<4,3,male single,none,2,real estate,31,stores,own,1,unskilled resident,2,none,no,good
no checking,24,existing paid,new car,1249,<100,<1,4,male mar/wid,none,2,real estate,28,stores,own,1,skilled,1,none,yes,good
no checking,6,critical/order existing credit,furniture/equipment,1221,no known savings,1<=X<4,1,male mar/wid,none,2,life insurance,27,stores,own,2,skilled,1,none,yes,good
>=200,12,existing paid,radio/tv,1297,<100,1<=X<4,3,male mar/wid,none,4,real estate,23,stores,rent,1,skilled,1,none,yes,good
<0,10,critical/order existing credit,furniture/equipment,2132,no known savings,<1,2,female div/dep/mar,co applicant,3,real estate,27,stores,rent,2,skilled,1,none,no,good
no checking,24,existing paid,furniture/equipment,929,no known savings,4<=X<7,4,male single,none,2,car,31,,own,1,skilled,1,yes,yes,good
NA,12,existing paid,radio/tv,701,<100,1<=X<4,4,male mar/wid,none,2,NA,40,stores,own,1,unskilled resident,1,none,yes,good
<0,48,existing paid,education,7476,<100,4<=X<7,4,male single,none,1,no known property,50,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,18,existing paid,radio/tv,2051,<100,<1,4,male single,none,1,real estate,33,stores,own,1,skilled,1,none,NA,good
<0,24,existing paid,business,6568,<100,1<=X<4,2,male mar/wid,none,2,car,21,,own,1,unskilled resident,1,none,yes,good
no checking,24,existing paid,used car,2603,>=1000,1<=X<4,2,female div/dep/mar,none,4,car,28,stores,rent,1,skilled,1,yes,yes,good
<0,6,NA,new car,1203,100<=X<500,>=7,3,male single,none,2,life insurance,43,stores,own,1,skilled,1,yes,yes,good
0<=X<200,18,existing paid,business,1913,>=1000,<1,3,male mar/wid,none,3,real estate,36,bank,own,1,skilled,1,yes,yes,good
no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,male single,NA,4,car,20,stores,own,1,skilled,1,none,yes,good
<0,24,all paid,new car,2325,100<=X<500,4<=X<7,2,male single,none,3,car,32,bank,own,1,skilled,1,none,yes,good
>=200,18,all paid,radio/tv,1445,no known savings,4<=X<7,4,male single,none,4,car,49,bank,own,1,unskilled resident,1,none,yes,good
<0,6,critical/order existing credit,new car,1361,<100,<1,2,male single,none,4,real estate,40,stores,own,1,unskilled resident,2,none,no,good
<0,30,no credits/all paid,furniture/equipment,4583,<100,1<=X<4,2,male div/sep,guarantor,2,real estate,32,stores,own,2,skilled,1,none,yes,good
<0,12,critical/order existing credit,NA,2171,<100,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,good
no checking,15,critical/order existing credit,radio/tv,1471,<100,1<=X<4,4,male single,none,4,no known property,35,stores,for free,2,skilled,1,yes,yes,good
no checking,6,no credits/all paid,new car,1204,100<=X<500,1<=X<4,4,NA,none,1,no known property,35,bank,rent,1,skilled,1,none,no,good
<0,48,existing paid,used car,4788,<100,4<=X<7,4,male single,none,3,life insurance,NA,stores,own,1,skilled,2,none,yes,good
no checking,18,critical/order existing credit,radio/tv,629,500<=X<10000,>=7,4,male single,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,48,all paid,business,3609,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,27,,own,1,skilled,1,none,yes,good
no checking,18,critical/order existing credit,new car,1055,<100,<1,4,female div/dep/mar,none,1,life insurance,30,stores,own,2,skilled,1,none,yes,good
no checking,18,critical/order existing credit,radio/tv,1582,>=1000,>=7,4,male single,none,4,car,46,stores,own,2,skilled,1,none,yes,good
no checking,24,existing paid,radio/tv,3430,500<=X<10000,NA,3,male single,none,2,car,31,stores,own,1,skilled,2,yes,yes,good
0<=X<200,10,existing paid,new car,7308,<100,unemployed,2,male single,none,4,no known property,70,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,12,critical/order existing credit,radio/tv,976,no known savings,>=7,NA,male single,none,4,car,35,stores,own,2,skilled,1,none,yes,good
no checking,24,existing paid,used car,2679,<100,<1,4,female div/dep/mar,none,1,no known property,29,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,9,existing paid,business,1449,<100,4<=X<7,3,female div/dep/mar,none,NA,car,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,18,no credits/all paid,furniture/equipment,3244,<100,1<=X<4,1,female div/dep/mar,NA,4,car,33,bank,own,2,skilled,1,yes,yes,good
NA,24,existing paid,used car,2964,no known savings,>=7,4,male single,none,4,no known property,49,bank,for free,1,skilled,2,yes,yes,good
0<=X<200,48,existing paid,new car,8487,no known savings,4<=X<7,1,female div/dep/mar,none,NA,car,24,stores,own,1,skilled,1,none,yes,good
<0,18,existing paid,new car,4380,100<=X<500,1<=X<4,3,male single,none,4,car,35,stores,own,1,unskilled resident,2,yes,yes,good
0<=X<200,42,all paid,used car,9283,<100,unemployed,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,12,critical/order existing credit,used car,1409,<100,>=7,4,male single,none,3,real estate,54,stores,own,1,skilled,1,none,yes,good
0<=X<200,24,delayed previously,business,6967,100<=X<500,4<=X<7,4,male single,none,4,car,36,stores,rent,1,high qualif/self emp/mgmt,1,NA,yes,good
no checking,54,no credits/all paid,used car,9436,no known savings,1<=X<4,2,male single,none,2,life insurance,39,stores,own,1,unskilled resident,2,none,yes,good
<0,NA,critical/order existing credit,used car,6187,100<=X<500,4<=X<7,1,male mar/wid,none,4,car,24,stores,rent,2,skilled,1,NA,yes,good
no checking,6,existing paid,repairs,660,500<=X<10000,4<=X<7,2,male mar/wid,none,4,NA,23,stores,rent,1,unskilled resident,1,none,yes,good
no checking,12,existing paid,radio/tv,2171,<100,<1,2,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,good
no checking,6,existing paid,used car,1236,500<=X<10000,1<=X<4,2,male single,none,4,life insurance,50,stores,rent,1,skilled,1,none,yes,good
no checking,6,no credits/all paid,radio/tv,426,<100,>=7,4,male mar/wid,none,4,car,39,NA,own,1,unskilled resident,1,none,yes,good
no checking,18,existing paid,new car,2662,no known savings,4<=X<7,4,male single,none,3,life insurance,32,stores,own,1,skilled,1,none,no,good
<0,18,critical/order existing credit,radio/tv,1880,<100,4<=X<7,4,male mar/wid,none,1,life insurance,32,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,12,critical/order existing credit,furniture/equipment,1258,<100,<1,2,female div/dep/mar,none,4,life insurance,22,stores,rent,2,unskilled resident,1,none,NA,good
0<=X<200,15,existing paid,repairs,1514,100<=X<500,1<=X<4,4,male single,guarantor,2,real estate,22,stores,own,1,skilled,1,none,yes,good
<0,48,existing paid,education,7476,<100,4<=X<7,4,male single,none,1,no known property,50,stores,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,39,delayed previously,education,11760,100<=X<500,4<=X<7,2,male single,none,3,no known property,32,stores,rent,1,skilled,1,yes,yes,good
no checking,6,existing paid,NA,2108,<100,4<=X<7,2,male mar/wid,none,2,real estate,29,stores,rent,1,skilled,1,none,yes,good
0<=X<200,6,delayed previously,business,1449,100<=X<500,>=7,1,male div/sep,none,2,car,31,bank,own,2,skilled,2,none,NA,good
<0,18,existing paid,radio/tv,1936,no known savings,4<=X<7,2,male mar/wid,none,4,car,23,stores,rent,2,unskilled resident,1,none,yes,good
>=200,18,existing paid,furniture/equipment,3049,<100,<1,1,female div/dep/mar,none,1,life insurance,45,,own,1,unskilled resident,1,none,yes,good
0<=X<200,21,existing paid,furniture/equipment,3976,no known savings,4<=X<7,2,male single,none,3,car,35,stores,own,1,skilled,1,yes,yes,good
>=200,42,NA,used car,4796,<100,>=7,4,male single,NA,4,no known property,56,stores,for free,1,skilled,1,none,yes,good
no checking,21,existing paid,used car,5248,no known savings,1<=X<4,1,male single,none,3,car,26,stores,own,1,skilled,1,none,yes,good
>=200,42,critical/order existing credit,used car,4796,<100,>=7,4,male single,none,4,no known property,56,stores,for free,1,skilled,1,none,yes,good
0<=X<200,24,delayed previously,business,4712,no known savings,1<=X<4,4,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,6,existing paid,furniture/equipment,2978,500<=X<10000,1<=X<4,1,male single,none,2,car,32,stores,own,1,skilled,1,yes,yes,good
no checking,24,critical/order existing credit,radio/tv,5103,<100,<1,3,male mar/wid,none,3,no known property,47,stores,for free,3,skilled,1,yes,yes,good
0<=X<200,24,delayed previously,radio/tv,1553,100<=X<500,4<=X<7,3,female div/dep/mar,none,2,life insurance,23,stores,rent,2,NA,1,yes,yes,good
0<=X<200,9,existing paid,radio/tv,458,<100,1<=X<4,4,male single,none,3,real estate,24,stores,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,retraining,754,no known savings,>=7,4,male single,none,4,life insurance,38,stores,own,2,skilled,NA,none,yes,good
NA,12,critical/order existing credit,new car,2122,<100,1<=X<4,3,male single,none,2,real estate,39,stores,rent,2,unskilled resident,2,none,no,good
0<=X<200,42,all paid,used car,9283,<100,unemployed,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,24,delayed previously,new car,2032,<100,>=7,4,male single,none,4,no known property,60,stores,for free,2,skilled,1,yes,yes,good
no checking,10,existing paid,new car,1287,no known savings,>=7,4,male single,co applicant,2,life insurance,45,stores,own,1,unskilled resident,1,none,no,good
no checking,6,critical/order existing credit,radio/tv,1554,<100,4<=X<7,1,female div/dep/mar,none,2,car,24,stores,rent,2,skilled,1,yes,yes,good
0<=X<200,9,critical/order existing credit,radio/tv,1154,<100,>=7,2,male single,NA,4,real estate,37,stores,own,3,unskilled resident,1,none,yes,good
<0,12,existing paid,furniture/equipment,1262,no known savings,>=7,2,male div/sep,none,4,life insurance,49,stores,own,1,unskilled resident,1,yes,yes,good
no checking,10,critical/order existing credit,furniture/equipment,2069,no known savings,1<=X<4,2,male mar/wid,NA,1,car,26,stores,own,2,skilled,1,none,no,good
<0,12,existing paid,furniture/equipment,1620,<100,1<=X<4,2,female div/dep/mar,co applicant,3,life insurance,30,stores,own,1,skilled,1,none,yes,good
no checking,6,critical/order existing credit,new car,6761,<100,4<=X<7,1,male single,none,3,no known property,45,stores,own,2,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,NA,existing paid,business,907,<100,<1,3,male mar/wid,none,NA,real estate,26,stores,own,1,skilled,1,yes,yes,good
0<=X<200,7,existing paid,radio/tv,2576,<100,1<=X<4,2,male single,guarantor,2,real estate,35,stores,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,NA,2930,<100,4<=X<7,2,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
no checking,6,existing paid,repairs,660,500<=X<10000,4<=X<7,2,male mar/wid,none,4,real estate,23,stores,rent,1,unskilled resident,1,NA,yes,good
no checking,30,critical/order existing credit,radio/tv,2831,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,stores,own,1,NA,1,yes,yes,good
<0,24,existing paid,furniture/equipment,7721,no known savings,<1,1,female div/dep/mar,none,2,life insurance,30,stores,own,1,skilled,1,yes,no,good
no checking,6,existing paid,education,1538,<100,<1,1,female div/dep/mar,none,2,no known property,56,stores,own,1,skilled,1,none,yes,good
no checking,60,existing paid,new car,10366,<100,>=7,2,NA,none,4,life insurance,42,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
>=200,10,existing paid,furniture/equipment,1275,<100,<1,4,female div/dep/mar,none,2,life insurance,23,stores,own,1,skilled,1,NA,yes,good
no checking,13,existing paid,radio/tv,1409,100<=X<500,unemployed,2,NA,none,4,real estate,64,stores,own,1,skilled,1,none,yes,good
no checking,15,critical/order existing credit,used car,3368,>=1000,>=7,3,male single,none,4,no known property,23,stores,rent,2,skilled,1,yes,NA,good
0<=X<200,NA,existing paid,radio/tv,5084,no known savings,>=7,2,female div/dep/mar,NA,4,car,42,stores,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,radio/tv,1311,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,26,stores,own,1,skilled,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,2708,NA,<1,2,male single,none,3,life insurance,27,NA,own,2,unskilled resident,1,none,yes,good
no checking,39,existing paid,used car,2569,500<=X<10000,1<=X<4,4,male single,none,4,car,24,stores,own,1,skilled,1,none,yes,good
0<=X<200,24,critical/order existing credit,new car,3878,100<=X<500,<1,4,male div/sep,none,2,car,37,stores,own,NA,skilled,1,yes,NA,good
no checking,24,existing paid,used car,2603,>=1000,1<=X<4,2,female div/dep/mar,none,4,car,28,stores,rent,1,skilled,1,yes,yes,good
no checking,24,existing paid,radio/tv,1278,<100,>=7,4,male single,none,1,real estate,NA,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,24,critical/order existing credit,used car,2957,<100,>=7,4,male single,none,4,life insurance,63,stores,own,2,skilled,1,yes,yes,good
no checking,36,no credits/all paid,repairs,2613,<100,1<=X<4,4,male single,none,2,car,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,18,existing paid,NA,1913,>=1000,<1,3,male mar/wid,none,3,real estate,36,bank,own,1,skilled,1,yes,yes,good
no checking,36,existing paid,radio/tv,3835,no known savings,>=7,2,female div/dep/mar,none,4,real estate,45,stores,own,1,unskilled resident,1,yes,yes,good
>=200,6,existing paid,furniture/equipment,2116,<100,1<=X<4,2,male single,none,2,real estate,41,stores,own,1,skilled,1,yes,yes,good
no checking,14,delayed previously,new car,802,<100,1<=X<4,4,male single,none,2,car,27,stores,own,2,unskilled resident,1,none,yes,good
no checking,18,existing paid,furniture/equipment,2515,<100,1<=X<4,3,male single,none,4,real estate,43,stores,own,1,skilled,1,yes,yes,good
0<=X<200,9,critical/order existing credit,radio/tv,1154,<100,>=7,2,male single,none,4,real estate,37,stores,own,3,NA,1,none,yes,good
0<=X<200,30,delayed previously,business,2503,100<=X<500,>=7,4,male single,none,2,life insurance,41,,own,2,skilled,1,none,yes,good
<0,12,existing paid,furniture/equipment,708,<100,1<=X<4,2,male single,guarantor,3,life insurance,38,stores,own,1,unskilled resident,2,none,yes,good
>=200,12,all paid,radio/tv,409,>=1000,1<=X<4,3,female div/dep/mar,none,3,real estate,42,stores,NA,2,skilled,1,none,yes,good
no checking,48,critical/order existing credit,NA,2751,no known savings,>=7,4,male single,none,3,car,38,stores,own,2,skilled,2,yes,yes,good
<0,30,critical/order existing credit,used car,10623,<100,>=7,3,male single,none,4,no known property,38,stores,for free,3,high qualif/self emp/mgmt,2,yes,yes,good
no checking,21,critical/order existing credit,furniture/equipment,2288,<100,<1,4,female div/dep/mar,none,4,life insurance,23,stores,own,1,skilled,1,yes,yes,good
0<=X<200,24,delayed previously,business,4712,no known savings,1<=X<4,4,male single,none,2,life insurance,37,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,36,delayed previously,new car,10875,<100,>=7,2,male single,none,2,car,45,stores,own,2,skilled,2,yes,yes,good
<0,12,existing paid,new car,3651,>=1000,1<=X<4,1,male single,none,3,life insurance,31,stores,own,1,skilled,2,NA,yes,good
>=200,15,critical/order existing credit,used car,2360,500<=X<10000,1<=X<4,2,male single,none,2,car,36,stores,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,retraining,937,<100,<1,4,male mar/wid,none,3,car,27,NA,own,2,unskilled resident,1,none,yes,good
no checking,21,delayed previously,furniture/equipment,1591,100<=X<500,4<=X<7,4,male single,none,3,NA,34,stores,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,6,critical/order existing credit,radio/tv,338,500<=X<10000,>=7,4,male single,none,4,car,NA,NA,own,2,skilled,1,none,yes,good
no checking,9,existing paid,business,1449,<100,4<=X<7,3,female div/dep/mar,none,2,car,27,stores,own,2,skilled,1,none,yes,good
0<=X<200,18,existing paid,business,2622,100<=X<500,1<=X<4,4,male single,none,4,car,34,stores,own,1,skilled,1,none,yes,good
0<=X<200,36,delayed previously,new car,2862,100<=X<500,>=7,4,male single,none,3,no known property,30,stores,for free,1,skilled,1,none,yes,good
no checking,15,delayed previously,furniture/equipment,960,>=1000,4<=X<7,3,female div/dep/mar,none,NA,life insurance,30,stores,own,2,skilled,1,none,yes,good
no checking,24,delayed previously,new car,717,no known savings,>=7,4,male mar/wid,none,4,car,54,stores,own,2,skilled,1,yes,yes,good
>=200,12,existing paid,furniture/equipment,1424,no known savings,>=7,3,female div/dep/mar,none,4,real estate,55,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,15,existing paid,radio/tv,1444,no known savings,<1,4,male single,none,1,life insurance,23,stores,own,1,skilled,1,none,yes,good
